code,creator,created_t,created_datetime,last_modified_t,last_modified_datetime,product_name,brands,brands_tags,countries,countries_tags,countries_fr,ingredients_text,serving_size,additives_n,additives,nutrition_grade_fr,states,states_tags,states_fr,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,nutrition-score-fr_100g
87738172018,usda-ndb-import,1489095788,2017-03-09T21:43:08Z,1489095788,2017-03-09T21:43:08Z,Slaw Starter,Caldwell Fresh Foods,caldwell-fresh-foods,US,en:united-states,États-Unis,"Green cabbage, red cabbage, carrots.",85 g (1 cup),0.0, [ green-cabbage -> en:green-cabbage  ]  [ cabbage -> en:cabbage  ]  [ red-cabbage -> en:red-cabbage  ]  [ cabbage -> en:cabbage  ]  [ carrots -> en:carrots  ] ,a,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",121.0,0.0,0.0,7.06,3.53,2.4,1.18,0.07366,0.029,-3.0
87848305788,usda-ndb-import,1489136064,2017-03-10T08:54:24Z,1489136064,2017-03-10T08:54:24Z,Bologna,Lay Meats,lay-meats,US,en:united-states,États-Unis,"Mechanically separated chicken, pork, water, beef, salt, corn syrup, dextrose, sodium lactate, flavorings, sodium phosphates, sodium diacetate, hydrolyzed soy protein, sodium erythorbate, garlic powder, sodium nitrite, oleoresin of paprika.",56 g (2 ONZ),5.0, [ mechanically-separated-chicken -> en:mechanically-separated-chicken  ]  [ separated-chicken -> en:separated-chicken  ]  [ chicken -> en:chicken  ]  [ pork -> en:pork  ]  [ water -> en:water  ]  [ beef -> en:beef  ]  [ salt -> en:salt  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ dextrose -> en:dextrose  ]  [ sodium-lactate -> en:e325  -> exists  -- ok  ]  [ flavorings -> en:flavorings  ]  [ sodium-phosphates -> en:e339  -> exists  -- ok  ]  [ sodium-diacetate -> en:e262ii  -> exists  -- ok  ]  [ hydrolyzed-soy-protein -> en:hydrolyzed-soy-protein  ]  [ soy-protein -> en:soy-protein  ]  [ protein -> en:protein  ]  [ sodium-erythorbate -> en:e316  -> exists  -- ok  ]  [ garlic-powder -> en:garlic-powder  ]  [ powder -> en:powder  ]  [ sodium-nitrite -> en:e250  -> exists  -- ok  ]  [ oleoresin-of-paprika -> en:oleoresin-of-paprika  ]  [ of-paprika -> en:of-paprika  ]  [ paprika -> en:paprika  ] ,e,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",1046.0,23.21,8.04,0.0,0.0,0.0,10.71,2.58572,1.018,21.0
88365005267,usda-ndb-import,1489141561,2017-03-10T10:26:01Z,1489141561,2017-03-10T10:26:01Z,"Cream-O-Land, Milk, Chocolate",Cream-O-Land Dairy,cream-o-land-dairy,US,en:united-states,États-Unis,"Whole milk, sugar, cocoa (processed with alkali), salt, corn starch, carrageenan, and vanillin.",240 ml (1 cup),1.0, [ whole-milk -> en:whole-milk  ]  [ milk -> en:milk  ]  [ sugar -> en:sugar  ]  [ cocoa -> en:cocoa  ]  [ processed-with-alkali -> en:processed-with-alkali  ]  [ with-alkali -> en:with-alkali  ]  [ alkali -> en:alkali  ]  [ salt -> en:salt  ]  [ corn-starch -> en:corn-starch  ]  [ starch -> en:starch  ]  [ carrageenan -> en:e407  -> exists  -- ok  ]  [ and-vanillin -> en:and-vanillin  ]  [ vanillin -> en:vanillin  ] ,c,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",347.0,3.33,2.08,10.83,10.42,0.4,3.33,0.23368,0.092,4.0
89449694810,usda-ndb-import,1489133944,2017-03-10T08:19:04Z,1489133945,2017-03-10T08:19:05Z,Peanut Butter Bites,Asher's Chocolates,asher-s-chocolates,US,en:united-states,États-Unis,"Peanuts, sugar, dextrose (corn sweetener), cocoa butter, milk, chocolate liquor, palm kernel oil, contains 0.5% or less of the following: soya lecithin (an emulsifier), salt, mono & diglycerides, sweet dried whey (milk), lactose (milk), natural and artifi",38 g (2 PIECES),1.0, [ peanuts -> en:peanuts  ]  [ sugar -> en:sugar  ]  [ dextrose -> en:dextrose  ]  [ corn-sweetener -> en:corn-sweetener  ]  [ sweetener -> en:sweetener  ]  [ cocoa-butter -> en:cocoa-butter  ]  [ butter -> en:butter  ]  [ milk -> en:milk  ]  [ chocolate-liquor -> en:chocolate-liquor  ]  [ liquor -> en:liquor  ]  [ palm-kernel-oil -> en:palm-kernel-oil  ]  [ kernel-oil -> en:kernel-oil  ]  [ oil -> en:oil  ]  [ contains-0-5-or-less-of-the-following -> en:contains-0-5-or-less-of-the-following  ]  [ 0-5-or-less-of-the-following -> en:0-5-or-less-of-the-following  ]  [ 5-or-less-of-the-following -> en:5-or-less-of-the-following  ]  [ or-less-of-the-following -> en:or-less-of-the-following  ]  [ less-of-the-following -> en:less-of-the-following  ]  [ of-the-following -> en:of-the-following  ]  [ the-following -> en:the-following  ]  [ following -> en:following  ]  [ soya-lecithin -> en:soya-lecithin  ]  [ lecithin -> en:e322  -> exists  -- ok  ]  [ an-emulsifier -> en:an-emulsifier  ]  [ emulsifier -> en:emulsifier  ]  [ salt -> en:salt  ]  [ mono-diglycerides -> en:mono-diglycerides  ]  [ diglycerides -> en:diglycerides  ]  [ sweet-dried-whey -> en:sweet-dried-whey  ]  [ dried-whey -> en:dried-whey  ]  [ whey -> en:whey  ]  [ milk -> en:milk  ]  [ lactose -> en:lactose  ]  [ milk -> en:milk  ]  [ natural-and-artifi -> en:natural-and-artifi  ]  [ and-artifi -> en:and-artifi  ]  [ artifi -> en:artifi  ] ,e,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",2201.0,31.58,11.84,55.26,47.37,5.3,10.53,0.46736,0.184,23.0
89947302378,usda-ndb-import,1489055687,2017-03-09T10:34:47Z,1489055688,2017-03-09T10:34:48Z,Waffles Baked With Whole Grain Brown Rice,"Van's,  Van's International Foods","van-s,van-s-international-foods",US,en:united-states,États-Unis,"(that we are proud of!) water, van's gluten free buckwheat mix (brown rice flour, potato starch, rice flour, buckwheat flour, soy flour), non gmo expeller pressed canola oil, cane sugar, inulin fiber, baking powder (sodium acid pyrophosphate, baking soda, rice flour, monocalcium phosphate), van's natural fruit juice blend (pineapple, peach and pear juice concentrates), sea salt, dried blueberries and blackberries, soy lecithin, natural flavors, guar gum, sunflower oil.",85 g (85 g),4.0, [ that-we-are-proud-of-water -> en:that-we-are-proud-of-water  ]  [ we-are-proud-of-water -> en:we-are-proud-of-water  ]  [ are-proud-of-water -> en:are-proud-of-water  ]  [ proud-of-water -> en:proud-of-water  ]  [ of-water -> en:of-water  ]  [ water -> en:water  ]  [ van-s-gluten-free-buckwheat-mix -> en:van-s-gluten-free-buckwheat-mix  ]  [ s-gluten-free-buckwheat-mix -> en:s-gluten-free-buckwheat-mix  ]  [ gluten-free-buckwheat-mix -> en:gluten-free-buckwheat-mix  ]  [ free-buckwheat-mix -> en:free-buckwheat-mix  ]  [ buckwheat-mix -> en:buckwheat-mix  ]  [ mix -> en:mix  ]  [ brown-rice-flour -> en:brown-rice-flour  ]  [ rice-flour -> en:rice-flour  ]  [ flour -> en:flour  ]  [ potato-starch -> en:potato-starch  ]  [ starch -> en:starch  ]  [ rice-flour -> en:rice-flour  ]  [ flour -> en:flour  ]  [ buckwheat-flour -> en:buckwheat-flour  ]  [ flour -> en:flour  ]  [ soy-flour -> en:soy-flour  ]  [ flour -> en:flour  ]  [ non-gmo-expeller-pressed-canola-oil -> en:non-gmo-expeller-pressed-canola-oil  ]  [ gmo-expeller-pressed-canola-oil -> en:gmo-expeller-pressed-canola-oil  ]  [ expeller-pressed-canola-oil -> en:expeller-pressed-canola-oil  ]  [ pressed-canola-oil -> en:pressed-canola-oil  ]  [ canola-oil -> en:canola-oil  ]  [ oil -> en:oil  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ inulin-fiber -> en:inulin-fiber  ]  [ fiber -> en:fiber  ]  [ baking-powder -> en:baking-powder  ]  [ powder -> en:powder  ]  [ sodium-acid-pyrophosphate -> en:sodium-acid-pyrophosphate  ]  [ acid-pyrophosphate -> en:acid-pyrophosphate  ]  [ pyrophosphate -> en:e450  -> exists  -- ok  ]  [ baking-soda -> en:baking-soda  ]  [ soda -> en:soda  ]  [ rice-flour -> en:rice-flour  ]  [ flour -> en:flour  ]  [ monocalcium-phosphate -> en:e341i  -> exists  -- ok  ]  [ van-s-natural-fruit-juice-blend -> en:van-s-natural-fruit-juice-blend  ]  [ s-natural-fruit-juice-blend -> en:s-natural-fruit-juice-blend  ]  [ natural-fruit-juice-blend -> en:natural-fruit-juice-blend  ]  [ fruit-juice-blend -> en:fruit-juice-blend  ]  [ juice-blend -> en:juice-blend  ]  [ blend -> en:blend  ]  [ pineapple -> en:pineapple  ]  [ peach-and-pear-juice-concentrates -> en:peach-and-pear-juice-concentrates  ]  [ and-pear-juice-concentrates -> en:and-pear-juice-concentrates  ]  [ pear-juice-concentrates -> en:pear-juice-concentrates  ]  [ juice-concentrates -> en:juice-concentrates  ]  [ concentrates -> en:concentrates  ]  [ sea-salt -> en:sea-salt  ]  [ salt -> en:salt  ]  [ dried-blueberries-and-blackberries -> en:dried-blueberries-and-blackberries  ]  [ blueberries-and-blackberries -> en:blueberries-and-blackberries  ]  [ and-blackberries -> en:and-blackberries  ]  [ blackberries -> en:blackberries  ]  [ soy-lecithin -> en:soy-lecithin  ]  [ lecithin -> en:e322  -> exists  -- ok  ]  [ natural-flavors -> en:natural-flavors  ]  [ flavors -> en:flavors  ]  [ guar-gum -> en:e412  -> exists  -- ok  ]  [ sunflower-oil -> en:sunflower-oil  ]  [ oil -> en:oil  ] ,b,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",1033.0,7.06,0.59,43.53,3.53,3.5,2.35,0.95504,0.376,2.0
91037167279,usda-ndb-import,1489137273,2017-03-10T09:14:33Z,1489137273,2017-03-10T09:14:33Z,White Truffle Pasta Sauce,Anna Lisa,anna-lisa,US,en:united-states,États-Unis,"Tomato puree, tomatoes, olive oil, white truffle oil, onion, garlic, salt, pepper, and spices.",113 g (0.5 cup),0.0, [ tomato-puree -> en:tomato-puree  ]  [ puree -> en:puree  ]  [ tomatoes -> en:tomatoes  ]  [ olive-oil -> en:olive-oil  ]  [ oil -> en:oil  ]  [ white-truffle-oil -> en:white-truffle-oil  ]  [ truffle-oil -> en:truffle-oil  ]  [ oil -> en:oil  ]  [ onion -> en:onion  ]  [ garlic -> en:garlic  ]  [ salt -> en:salt  ]  [ pepper -> en:pepper  ]  [ and-spices -> en:and-spices  ]  [ spices -> en:spices  ] ,a,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",117.0,0.88,0.0,11.5,2.65,5.3,0.88,0.53086,0.209,-3.0
91404510547,usda-ndb-import,1489136079,2017-03-10T08:54:39Z,1489136079,2017-03-10T08:54:39Z,Rainbow Bullets A Quiescently Frozen Confection Stick,Klein's Real Kosher,klein-s-real-kosher,US,en:united-states,États-Unis,"Water, sugar, citric acid, maltodextrin, xanthan gum, natural and artificial flavors, artificial color yellow 5, yellow 6 & red 40.",52 ml (1.75 fl oz),4.0, [ water -> en:water  ]  [ sugar -> en:sugar  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ maltodextrin -> en:maltodextrin  ]  [ xanthan-gum -> en:e415  -> exists  -- ok  ]  [ natural-and-artificial-flavors -> en:natural-and-artificial-flavors  ]  [ and-artificial-flavors -> en:and-artificial-flavors  ]  [ artificial-flavors -> en:artificial-flavors  ]  [ flavors -> en:flavors  ]  [ artificial-color-yellow-5 -> en:artificial-color-yellow-5  ]  [ color-yellow-5 -> en:color-yellow-5  ]  [ yellow-5 -> en:e102  -> exists  -- ok  ]  [ yellow-6-red-40 -> en:yellow-6-red-40  ]  [ 6-red-40 -> en:6-red-40  ]  [ red-40 -> en:e129  -> exists  -- ok  ] ,c,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",280.0,0.0,0.0,19.23,15.38,0.0,0.0,0.0,0.0,3.0
92825105442,usda-ndb-import,1489134727,2017-03-10T08:32:07Z,1489134727,2017-03-10T08:32:07Z,Long Grain Enriched Rice,Brookshire's,brookshire-s,US,en:united-states,États-Unis,"Long grain white rice, thiamine (thiamine mononitrate), niacin, iron (ferric orthophosphate) and folic acid (folate).",45 g (0.25 cup),1.0, [ long-grain-white-rice -> en:long-grain-white-rice  ]  [ grain-white-rice -> en:grain-white-rice  ]  [ white-rice -> en:white-rice  ]  [ rice -> en:rice  ]  [ thiamine -> en:thiamine  ]  [ thiamine-mononitrate -> en:thiamine-mononitrate  ]  [ mononitrate -> en:mononitrate  ]  [ niacin -> en:e375  -> exists  -- ok  ]  [ iron -> en:iron  ]  [ ferric-orthophosphate-and-folic-acid -> en:ferric-orthophosphate-and-folic-acid  ]  [ orthophosphate-and-folic-acid -> en:orthophosphate-and-folic-acid  ]  [ and-folic-acid -> en:and-folic-acid  ]  [ folic-acid -> en:folic-acid  ]  [ acid -> en:acid  ]  [ folate -> en:folate  ] ,a,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",1490.0,0.0,0.0,80.0,0.0,2.2,6.67,0.0,0.0,-3.0
92825109044,usda-ndb-import,1489093356,2017-03-09T21:02:36Z,1489093356,2017-03-09T21:02:36Z,Pumpkin Pie,Brookshire's Bakery,brookshire-s-bakery,US,en:united-states,États-Unis,"Water, pumpkin, enriched flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, palm oil, eggs, nonfat milk, corn syrup, food starch modified, contains less than 2% of: whey, salt, dextrose, sorbic acid, soybean oil, cin",113 g (0.07 PIE),3.0, [ water -> en:water  ]  [ pumpkin -> en:pumpkin  ]  [ enriched-flour -> en:enriched-flour  ]  [ flour -> en:flour  ]  [ flour -> en:flour  ]  [ niacin -> en:e375  -> exists  -- ok  ]  [ reduced-iron -> en:reduced-iron  ]  [ iron -> en:iron  ]  [ thiamine-mononitrate -> en:thiamine-mononitrate  ]  [ mononitrate -> en:mononitrate  ]  [ riboflavin -> en:e101  -> exists  -- ok  ]  [ folic-acid -> en:folic-acid  ]  [ acid -> en:acid  ]  [ sugar -> en:sugar  ]  [ palm-oil -> en:palm-oil  ]  [ oil -> en:oil  ]  [ eggs -> en:eggs  ]  [ nonfat-milk -> en:nonfat-milk  ]  [ milk -> en:milk  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ food-starch-modified -> en:food-starch-modified  ]  [ starch-modified -> en:starch-modified  ]  [ modified -> en:modified  ]  [ contains-less-than-2-of -> en:contains-less-than-2-of  ]  [ less-than-2-of -> en:less-than-2-of  ]  [ than-2-of -> en:than-2-of  ]  [ 2-of -> en:2-of  ]  [ of -> en:of  ]  [ whey -> en:whey  ]  [ salt -> en:salt  ]  [ dextrose -> en:dextrose  ]  [ sorbic-acid -> en:e200  -> exists  -- ok  ]  [ soybean-oil -> en:soybean-oil  ]  [ oil -> en:oil  ]  [ cin -> en:cin  ] ,d,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",1038.0,8.85,4.42,37.17,20.35,1.8,5.31,0.5842,0.23,11.0
93966003734,usda-ndb-import,1489097489,2017-03-09T22:11:29Z,1489097489,2017-03-09T22:11:29Z,Ultra Pasteurized Half & Half,Organic Valley,organic-valley,US,en:united-states,États-Unis,"Organic grade a milk, organic cream",30 ml (2 Tbsp),0.0, [ organic-grade-a-milk -> en:organic-grade-a-milk  ]  [ grade-a-milk -> en:grade-a-milk  ]  [ a-milk -> en:a-milk  ]  [ milk -> en:milk  ]  [ organic-cream -> en:organic-cream  ]  [ cream -> en:cream  ] ,c,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",556.0,11.67,6.67,3.33,3.33,0.0,3.33,0.08382,0.033,5.0
93966005707,usda-ndb-import,1489097486,2017-03-09T22:11:26Z,1489097487,2017-03-09T22:11:27Z,"Organic 1% Milkfat Lowfat Milk, Chocolate","Organic Valley,  Cooperative Regions Of Organic Producer Pools","organic-valley,cooperative-regions-of-organic-producer-pools",US,en:united-states,États-Unis,"Organic grade a lowfat milk, organic fair trade unrefined cane sugar, organic fair trade dutch cocoa, salt, gellan gum, vitamin a palmitate, vitamin d3.",200 ml (6.75 fl oz),1.0, [ organic-grade-a-lowfat-milk -> en:organic-grade-a-lowfat-milk  ]  [ grade-a-lowfat-milk -> en:grade-a-lowfat-milk  ]  [ a-lowfat-milk -> en:a-lowfat-milk  ]  [ lowfat-milk -> en:lowfat-milk  ]  [ milk -> en:milk  ]  [ organic-fair-trade-unrefined-cane-sugar -> en:organic-fair-trade-unrefined-cane-sugar  ]  [ fair-trade-unrefined-cane-sugar -> en:fair-trade-unrefined-cane-sugar  ]  [ trade-unrefined-cane-sugar -> en:trade-unrefined-cane-sugar  ]  [ unrefined-cane-sugar -> en:unrefined-cane-sugar  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ organic-fair-trade-dutch-cocoa -> en:organic-fair-trade-dutch-cocoa  ]  [ fair-trade-dutch-cocoa -> en:fair-trade-dutch-cocoa  ]  [ trade-dutch-cocoa -> en:trade-dutch-cocoa  ]  [ dutch-cocoa -> en:dutch-cocoa  ]  [ cocoa -> en:cocoa  ]  [ salt -> en:salt  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ vitamin-a -> en:vitamin-a  ]  [ a -> en:a  ]  [ palmitate -> en:palmitate  ]  [ vitamin-d3 -> en:vitamin-d3  ]  [ d3 -> en:d3  ] ,b,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",272.0,1.0,0.75,10.0,9.5,0.5,3.5,0.2413,0.095,1.0
94379030157,usda-ndb-import,1489051638,2017-03-09T09:27:18Z,1489051639,2017-03-09T09:27:19Z,Imported Giardeniera,Mid East,mid-east,US,en:united-states,États-Unis,"Cauliflower, carrot, celery, red peppers, pepperoncini, water, citricacid, vinegar, salt sodium bisulfite, sodium benzoate, calcium chloride",28 g (1 oz),3.0, [ cauliflower -> en:cauliflower  ]  [ carrot -> en:carrot  ]  [ celery -> en:celery  ]  [ red-peppers -> en:red-peppers  ]  [ peppers -> en:peppers  ]  [ pepperoncini -> en:pepperoncini  ]  [ water -> en:water  ]  [ citricacid -> en:citricacid  ]  [ vinegar -> en:vinegar  ]  [ salt-sodium-bisulfite -> en:salt-sodium-bisulfite  ]  [ sodium-bisulfite -> en:e222  -> exists  -- ok  ]  [ sodium-benzoate -> en:e211  -> exists  -- ok  ]  [ calcium-chloride -> en:e509  -> exists  -- ok  ] ,c,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",151.0,0.0,0.0,7.14,0.0,0.0,0.0,1.81356,0.714,7.0
