code,creator,created_t,created_datetime,last_modified_t,last_modified_datetime,product_name,brands,brands_tags,countries,countries_tags,countries_fr,ingredients_text,serving_size,additives_n,additives,nutrition_grade_fr,states,states_tags,states_fr,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,nutrition-score-fr_100g
34800600955,usda-ndb-import,1489061218,2017-03-09T12:06:58Z,1489061218,2017-03-09T12:06:58Z,"Fillets Mackerel In Olive Oil, North Atlantic Skinless & Boneless",Royal,royal,US,en:united-states,États-Unis,"Skinless and boneless mackerel fillets, olive oil, salt.",80 g (80 g),0.0, [ skinless-and-boneless-mackerel-fillets -> en:skinless-and-boneless-mackerel-fillets  ]  [ and-boneless-mackerel-fillets -> en:and-boneless-mackerel-fillets  ]  [ boneless-mackerel-fillets -> en:boneless-mackerel-fillets  ]  [ mackerel-fillets -> en:mackerel-fillets  ]  [ fillets -> en:fillets  ]  [ olive-oil -> en:olive-oil  ]  [ oil -> en:oil  ]  [ salt -> en:salt  ] ,c,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",1255.0,23.75,5.0,0.0,0.0,0.0,20.0,0.66548,0.262,4.0
35493014623,usda-ndb-import,1489070655,2017-03-09T14:44:15Z,1489070655,2017-03-09T14:44:15Z,"Salmon Fillets, Citrus Herb","Sea Cuisine,  High Liner Foods (Usa) Incorporated","sea-cuisine,high-liner-foods-usa-incorporated",US,en:united-states,États-Unis,"Atlantic salmon (color added), sugar, contains 2% or less of: honey granules (refinery syrup, honey), salt, spices, natural lemon flavor (maltodextrin, lemon juice concentrate, natural flavor, lemon oil), granulated onion, granulated garlic, mustard seed,",112 g (1 FILLET | ABOUT),0.0, [ atlantic-salmon -> en:atlantic-salmon  ]  [ salmon -> en:salmon  ]  [ color-added -> en:color-added  ]  [ added -> en:added  ]  [ sugar -> en:sugar  ]  [ contains-2-or-less-of -> en:contains-2-or-less-of  ]  [ 2-or-less-of -> en:2-or-less-of  ]  [ or-less-of -> en:or-less-of  ]  [ less-of -> en:less-of  ]  [ of -> en:of  ]  [ honey-granules -> en:honey-granules  ]  [ granules -> en:granules  ]  [ refinery-syrup -> en:refinery-syrup  ]  [ syrup -> en:syrup  ]  [ honey -> en:honey  ]  [ salt -> en:salt  ]  [ spices -> en:spices  ]  [ natural-lemon-flavor -> en:natural-lemon-flavor  ]  [ lemon-flavor -> en:lemon-flavor  ]  [ flavor -> en:flavor  ]  [ maltodextrin -> en:maltodextrin  ]  [ lemon-juice-concentrate -> en:lemon-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ lemon-oil -> en:lemon-oil  ]  [ oil -> en:oil  ]  [ granulated-onion -> en:granulated-onion  ]  [ onion -> en:onion  ]  [ granulated-garlic -> en:granulated-garlic  ]  [ garlic -> en:garlic  ]  [ mustard-seed -> en:mustard-seed  ]  [ seed -> en:seed  ] ,b,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",858.0,10.71,2.23,4.46,3.57,0.0,20.54,0.7493,0.295,2.0
35493014678,usda-ndb-import,1489070656,2017-03-09T14:44:16Z,1489070656,2017-03-09T14:44:16Z,Pan Sear Teriyaki Sesame Salmon Fillets,"Sea Cuisine,  High Liner Foods (Usa) Incorporated","sea-cuisine,high-liner-foods-usa-incorporated",US,en:united-states,États-Unis,"Salmon, water, vegetable oil (canola, cottonseed, and/or soybean), modified corn starch, rice flour, contains 2% or less of: soy sauce [(fermented soybeans and wheat, salt), maltodextrin], natural flavor, sesame seeds, sesame oil, spices, maltodextrin, de",126 g (1 FILLET),0.0, [ salmon -> en:salmon  ]  [ water -> en:water  ]  [ vegetable-oil -> en:vegetable-oil  ]  [ oil -> en:oil  ]  [ canola -> en:canola  ]  [ cottonseed -> en:cottonseed  ]  [ and-or-soybean -> en:and-or-soybean  ]  [ or-soybean -> en:or-soybean  ]  [ soybean -> en:soybean  ]  [ modified-corn-starch -> en:modified-corn-starch  ]  [ corn-starch -> en:corn-starch  ]  [ starch -> en:starch  ]  [ rice-flour -> en:rice-flour  ]  [ flour -> en:flour  ]  [ contains-2-or-less-of -> en:contains-2-or-less-of  ]  [ 2-or-less-of -> en:2-or-less-of  ]  [ or-less-of -> en:or-less-of  ]  [ less-of -> en:less-of  ]  [ of -> en:of  ]  [ soy-sauce -> en:soy-sauce  ]  [ sauce -> en:sauce  ]  [ fermented-soybeans-and-wheat -> en:fermented-soybeans-and-wheat  ]  [ soybeans-and-wheat -> en:soybeans-and-wheat  ]  [ and-wheat -> en:and-wheat  ]  [ wheat -> en:wheat  ]  [ salt -> en:salt  ]  [ maltodextrin -> en:maltodextrin  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ sesame-seeds -> en:sesame-seeds  ]  [ seeds -> en:seeds  ]  [ sesame-oil -> en:sesame-oil  ]  [ oil -> en:oil  ]  [ spices -> en:spices  ]  [ maltodextrin -> en:maltodextrin  ]  [ de -> en:de  ] ,b,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",795.0,9.52,1.59,7.94,0.0,0.0,18.25,0.94742,0.373,2.0
35826033321,usda-ndb-import,1489096485,2017-03-09T21:54:45Z,1489096486,2017-03-09T21:54:46Z,Pie Filling & Topping,Food Town Stores Inc.,food-town-stores-inc,US,en:united-states,États-Unis,"Blueberries, water, high fructose corn syrup, corn syrup, food starch-modified (corn), salt and citric acid.",85 g (0.333 cup),1.0, [ blueberries -> en:blueberries  ]  [ water -> en:water  ]  [ high-fructose-corn-syrup -> en:high-fructose-corn-syrup  ]  [ fructose-corn-syrup -> en:fructose-corn-syrup  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ food-starch-modified -> en:food-starch-modified  ]  [ starch-modified -> en:starch-modified  ]  [ modified -> en:modified  ]  [ corn -> en:corn  ]  [ salt-and-citric-acid -> en:salt-and-citric-acid  ]  [ and-citric-acid -> en:and-citric-acid  ]  [ citric-acid -> en:e330  -> exists  -- ok  ] ,c,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",444.0,0.0,0.0,25.88,20.0,1.2,0.0,0.14986,0.059,4.0
35826044167,usda-ndb-import,1489056749,2017-03-09T10:52:29Z,1489056749,2017-03-09T10:52:29Z,Peanut Butter & Grape Jelly,Food Lion,food-lion,US,en:united-states,États-Unis,"Ground roasted peanuts, corn syrup, high fructose corn syrup, grape juice, sugar, contains 2% less of: hydrogenated vegetable oils (rapeseed, cottonseed, soybean), molasses, pectin, salt, citric acid, potassium sorbate (preservative), sodium citrate.",53 g (3 Tbsp),4.0, [ ground-roasted-peanuts -> en:ground-roasted-peanuts  ]  [ roasted-peanuts -> en:roasted-peanuts  ]  [ peanuts -> en:peanuts  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ high-fructose-corn-syrup -> en:high-fructose-corn-syrup  ]  [ fructose-corn-syrup -> en:fructose-corn-syrup  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ grape-juice -> en:grape-juice  ]  [ juice -> en:juice  ]  [ sugar -> en:sugar  ]  [ contains-2-less-of -> en:contains-2-less-of  ]  [ 2-less-of -> en:2-less-of  ]  [ less-of -> en:less-of  ]  [ of -> en:of  ]  [ hydrogenated-vegetable-oils -> en:hydrogenated-vegetable-oils  ]  [ vegetable-oils -> en:vegetable-oils  ]  [ oils -> en:oils  ]  [ rapeseed -> en:rapeseed  ]  [ cottonseed -> en:cottonseed  ]  [ soybean -> en:soybean  ]  [ molasses -> en:molasses  ]  [ pectin -> en:e440  -> exists  -- ok  ]  [ salt -> en:salt  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ potassium-sorbate -> en:e201  -> exists  -- ok  ]  [ preservative -> en:preservative  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ] ,d,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",1816.0,22.64,3.77,50.94,30.19,3.8,11.32,0.59944,0.236,11.0
35826085672,usda-ndb-import,1489076011,2017-03-09T16:13:31Z,1489076011,2017-03-09T16:13:31Z,"Golden Creme - O's, Vanilla Sandwich Cookies With Creme - Filled Centers",Food Lion,food-lion,US,en:united-states,États-Unis,"Enriched bleached flour (bleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), sugar, canola and/or soybean (with tbhq for freshness) and/or palm oil, dextrose, corn syrup, contains two or less of: corn flour, corns",33 g (3 COOKIES),1.0, [ enriched-bleached-flour -> en:enriched-bleached-flour  ]  [ bleached-flour -> en:bleached-flour  ]  [ flour -> en:flour  ]  [ bleached-wheat-flour -> en:bleached-wheat-flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ]  [ niacin -> en:e375  -> exists  -- ok  ]  [ reduced-iron -> en:reduced-iron  ]  [ iron -> en:iron  ]  [ thiamine-mononitrate -> en:thiamine-mononitrate  ]  [ mononitrate -> en:mononitrate  ]  [ riboflavin-and-folic-acid -> en:riboflavin-and-folic-acid  ]  [ and-folic-acid -> en:and-folic-acid  ]  [ folic-acid -> en:folic-acid  ]  [ acid -> en:acid  ]  [ sugar -> en:sugar  ]  [ canola-and-or-soybean -> en:canola-and-or-soybean  ]  [ and-or-soybean -> en:and-or-soybean  ]  [ or-soybean -> en:or-soybean  ]  [ soybean -> en:soybean  ]  [ with-tbhq-for-freshness-and-or-palm-oil -> en:with-tbhq-for-freshness-and-or-palm-oil  ]  [ tbhq-for-freshness-and-or-palm-oil -> en:tbhq-for-freshness-and-or-palm-oil  ]  [ for-freshness-and-or-palm-oil -> en:for-freshness-and-or-palm-oil  ]  [ freshness-and-or-palm-oil -> en:freshness-and-or-palm-oil  ]  [ and-or-palm-oil -> en:and-or-palm-oil  ]  [ or-palm-oil -> en:or-palm-oil  ]  [ palm-oil -> en:palm-oil  ]  [ oil -> en:oil  ]  [ dextrose -> en:dextrose  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ contains-two-or-less-of -> en:contains-two-or-less-of  ]  [ two-or-less-of -> en:two-or-less-of  ]  [ or-less-of -> en:or-less-of  ]  [ less-of -> en:less-of  ]  [ of -> en:of  ]  [ corn-flour -> en:corn-flour  ]  [ flour -> en:flour  ]  [ corns -> en:corns  ] ,e,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",2029.0,18.18,9.09,72.73,36.36,0.0,3.03,0.57658,0.227,25.0
35826089731,usda-ndb-import,1489092899,2017-03-09T20:54:59Z,1489092899,2017-03-09T20:54:59Z,2% Reduced Fat Milk,Food Town Stores Inc.,food-town-stores-inc,US,en:united-states,États-Unis,"Reduced fat milk, vitamin a palmitate, vitamin d3.",240 ml (1 cup),0.0, [ reduced-fat-milk -> en:reduced-fat-milk  ]  [ fat-milk -> en:fat-milk  ]  [ milk -> en:milk  ]  [ vitamin-a -> en:vitamin-a  ]  [ a -> en:a  ]  [ palmitate -> en:palmitate  ]  [ vitamin-d3 -> en:vitamin-d3  ]  [ d3 -> en:d3  ] ,b,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",226.0,2.08,1.25,5.0,5.0,0.0,3.33,0.13716,0.054,0.0
35826090508,usda-ndb-import,1489057109,2017-03-09T10:58:29Z,1489057109,2017-03-09T10:58:29Z,Original Sour Cream,Food Lion,food-lion,US,en:united-states,États-Unis,"Cultured pasteurized light cream, nonfat milk and enzymes.",30 g (2 Tbsp),0.0, [ cultured-pasteurized-light-cream -> en:cultured-pasteurized-light-cream  ]  [ pasteurized-light-cream -> en:pasteurized-light-cream  ]  [ light-cream -> en:light-cream  ]  [ cream -> en:cream  ]  [ nonfat-milk-and-enzymes -> en:nonfat-milk-and-enzymes  ]  [ milk-and-enzymes -> en:milk-and-enzymes  ]  [ and-enzymes -> en:and-enzymes  ]  [ enzymes -> en:enzymes  ] ,d,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",837.0,16.67,11.67,3.33,3.33,0.0,3.33,0.127,0.05,12.0
35826092748,usda-ndb-import,1489078223,2017-03-09T16:50:23Z,1489078223,2017-03-09T16:50:23Z,"Brownies, Chocolate Chip","Food Lion,  Food Town Stores Inc.","food-lion,food-town-stores-inc",US,en:united-states,États-Unis,"Enriched bleached flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), corn syrup, sugar, palm oil with mono and diglycerides, water, cocoa (natural and processed with alkali), high fructose corn syrup, semi-sweet chocol",50 g (1 BROWNIE),2.0, [ enriched-bleached-flour -> en:enriched-bleached-flour  ]  [ bleached-flour -> en:bleached-flour  ]  [ flour -> en:flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ]  [ niacin -> en:e375  -> exists  -- ok  ]  [ reduced-iron -> en:reduced-iron  ]  [ iron -> en:iron  ]  [ thiamin-mononitrate -> en:thiamin-mononitrate  ]  [ mononitrate -> en:mononitrate  ]  [ riboflavin -> en:e101  -> exists  -- ok  ]  [ folic-acid -> en:folic-acid  ]  [ acid -> en:acid  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ sugar -> en:sugar  ]  [ palm-oil-with-mono-and-diglycerides -> en:palm-oil-with-mono-and-diglycerides  ]  [ oil-with-mono-and-diglycerides -> en:oil-with-mono-and-diglycerides  ]  [ with-mono-and-diglycerides -> en:with-mono-and-diglycerides  ]  [ mono-and-diglycerides -> en:mono-and-diglycerides  ]  [ and-diglycerides -> en:and-diglycerides  ]  [ diglycerides -> en:diglycerides  ]  [ water -> en:water  ]  [ cocoa -> en:cocoa  ]  [ natural-and-processed-with-alkali -> en:natural-and-processed-with-alkali  ]  [ and-processed-with-alkali -> en:and-processed-with-alkali  ]  [ processed-with-alkali -> en:processed-with-alkali  ]  [ with-alkali -> en:with-alkali  ]  [ alkali -> en:alkali  ]  [ high-fructose-corn-syrup -> en:high-fructose-corn-syrup  ]  [ fructose-corn-syrup -> en:fructose-corn-syrup  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ semi-sweet-chocol -> en:semi-sweet-chocol  ]  [ sweet-chocol -> en:sweet-chocol  ]  [ chocol -> en:chocol  ] ,e,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",1757.0,16.0,9.0,66.0,34.0,2.0,4.0,0.635,0.25,20.0
35826096647,usda-ndb-import,1489078229,2017-03-09T16:50:29Z,1489078230,2017-03-09T16:50:30Z,"Creme Cake, Lemon","Food Lion,  Food Town Stores Inc.","food-lion,food-town-stores-inc",US,en:united-states,États-Unis,"Sugar, bleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), soybean oil, whole eggs, food starch-modified, corn syrup solids, whey (milk), lemon pulp, leavening (sodium bicarbonate, sodium aluminum pho",794 g (1 SLICE),3.0, [ sugar -> en:sugar  ]  [ bleached-enriched-flour -> en:bleached-enriched-flour  ]  [ enriched-flour -> en:enriched-flour  ]  [ flour -> en:flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ]  [ niacin -> en:e375  -> exists  -- ok  ]  [ reduced-iron -> en:reduced-iron  ]  [ iron -> en:iron  ]  [ thiamine-mononitrate -> en:thiamine-mononitrate  ]  [ mononitrate -> en:mononitrate  ]  [ riboflavin -> en:e101  -> exists  -- ok  ]  [ folic-acid -> en:folic-acid  ]  [ acid -> en:acid  ]  [ soybean-oil -> en:soybean-oil  ]  [ oil -> en:oil  ]  [ whole-eggs -> en:whole-eggs  ]  [ eggs -> en:eggs  ]  [ food-starch-modified -> en:food-starch-modified  ]  [ starch-modified -> en:starch-modified  ]  [ modified -> en:modified  ]  [ corn-syrup-solids -> en:corn-syrup-solids  ]  [ syrup-solids -> en:syrup-solids  ]  [ solids -> en:solids  ]  [ whey -> en:whey  ]  [ milk -> en:milk  ]  [ lemon-pulp -> en:lemon-pulp  ]  [ pulp -> en:pulp  ]  [ leavening -> en:leavening  ]  [ sodium-bicarbonate -> en:e500ii  -> exists  -- ok  ]  [ sodium-aluminum-pho -> en:sodium-aluminum-pho  ]  [ aluminum-pho -> en:aluminum-pho  ]  [ pho -> en:pho  ] ,b,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",163.0,2.02,0.25,5.04,2.9,0.1,0.38,0.0762,0.03,0.0
35826100092,usda-ndb-import,1489094282,2017-03-09T21:18:02Z,1489094282,2017-03-09T21:18:02Z,Pepperoni Stuffed Sandwiches,Food Lion,food-lion,US,en:united-states,États-Unis,"Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, mozzarella cheese [(pasteurized milk, cheese cultures, salt, & enzymes), powdered corn & potato starch {added to preve",127 g (1 STUFFED SANDWICH),2.0, [ unbleached-enriched-flour -> en:unbleached-enriched-flour  ]  [ enriched-flour -> en:enriched-flour  ]  [ flour -> en:flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ]  [ malted-barley-flour -> en:malted-barley-flour  ]  [ barley-flour -> en:barley-flour  ]  [ flour -> en:flour  ]  [ niacin -> en:e375  -> exists  -- ok  ]  [ reduced-iron -> en:reduced-iron  ]  [ iron -> en:iron  ]  [ thiamine-mononitrate -> en:thiamine-mononitrate  ]  [ mononitrate -> en:mononitrate  ]  [ riboflavin -> en:e101  -> exists  -- ok  ]  [ folic-acid -> en:folic-acid  ]  [ acid -> en:acid  ]  [ water -> en:water  ]  [ mozzarella-cheese -> en:mozzarella-cheese  ]  [ cheese -> en:cheese  ]  [ pasteurized-milk -> en:pasteurized-milk  ]  [ milk -> en:milk  ]  [ cheese-cultures -> en:cheese-cultures  ]  [ cultures -> en:cultures  ]  [ salt -> en:salt  ]  [ enzymes -> en:enzymes  ]  [ powdered-corn-potato-starch-added-to-preve -> en:powdered-corn-potato-starch-added-to-preve  ]  [ corn-potato-starch-added-to-preve -> en:corn-potato-starch-added-to-preve  ]  [ potato-starch-added-to-preve -> en:potato-starch-added-to-preve  ]  [ starch-added-to-preve -> en:starch-added-to-preve  ]  [ added-to-preve -> en:added-to-preve  ]  [ to-preve -> en:to-preve  ]  [ preve -> en:preve  ] ,d,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded","A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer",1121.0,11.81,6.3,31.5,2.36,1.6,8.66,1.14046,0.449,11.0
